ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss,Number
493_flashlightning,flash (lightning),2377,FLASH (VERB),打閃,493
494_thunder,thunder,2378,THUNDER (VERB),打雷,494
495_freeze,freeze,1431,FREEZE,結冰,495
496_meltofsnow,melt (of snow),2334,MELT,化雪,496
497_getwetintherain,get wet in the rain,,,淋雨,497
498_fadeloosecolor,fade (loose color),2704,FADE (LOOSE COLOR),退色,498
499_falldown,fall (down),1280,FALL,掉(掉下來),499
500_looksee,"look, see",1409,SEE,看,500
501_blinkwiththeeyes,blink (with the eyes),1655,BLINK,眨眼,501
502_stare,stare,,,瞪眼,502
503_hear,hear,1408,HEAR,聽,503
504_smellsomething,smell (something),1586,SMELL (PERCEIVE),聞,504
505_eat,eat,1336,EAT,吃,505
506_drink,drink,1401,DRINK,喝,506
507_inhale,inhale,2705,INHALE,吸,507
508_bite,bite,1403,BITE,咬,508
509_gnaw,gnaw,2706,GNAW,嚙,509
510_chew,chew,321,CHEW,嚼,510
511_lickwithtongue,lick (with tongue),319,LICK,舔,511
512_swallow,swallow,897,SWALLOW,呑,512
513_keepinthemouth,keep in the mouth,,,含,513
514_splash,splash,365,SPLASH,噴,514
515_blow,blow,176,BLOW (WITH MOUTH),吹,515
516_taste,taste,21,TASTE (SOMETHING),嚐,516
517_takehold,"take, hold",2104,HOLD OR TAKE,拿,517
518_knead,knead,274,KNEAD,捏,518
519_tweaktwitch,"tweak, twitch",1414,SQUEEZE,掐,519
520_strokewithhand,stroke (with hand),1892,TOUCH,摸,520
521_catchfish,catch (fish),702,CATCH,撈,521
522_search,search,1468,LOOK FOR,找,522
523_pluckpick,"pluck, pick",2148,PICK,摘,523
524_wiperub,"wipe, rub",1449,RUB,擦,524
525_toruboneshands,to rub one's hands,,,搓,525
526_holdinhandliftinhand,"hold (in hand), lift (in hand)",501,LIFT,提,526
527_raisesomethingwithhand,raise (something with hand),1317,RAISE,舉,527
528_supportrelyon,"support, rely on",,,托,528
529_carryhorizontally,carry horizontally,2763,CARRY HORIZONTALLY,端,529
530_holdintwohands,hold in two hands,412,CARRY IN HAND,捧,530
531_liftcarry,"lift, carry",700,CARRY,擡,531
532_transfermove,"transfer, move",765,MOVE,搬,532
533_press,press,1913,PRESS,按,533
534_push,push,1452,PUSH,推,534
535_block,block,2762,BLOCK (THE WAY),擋,535
536_stretch,stretch,214,STRETCH,撐,536
537_pull,pull,,,拖,537
538_pull,pull,1455,PULL,拉,538
539_pullout,pull out,2325,PULL OUT,拔,539
540_support,support,,,扶,540
541_hug,hug,,,摟,541
542_embrace,embrace,928,EMBRACE,抱,542
543_open,open,1156,OPEN,開,543
544_close,close,1046,SHUT,關,544
545_closelock,"close, lock",,,封,545
546_clog,clog,2707,CLOG (SOMETHING),塞,546
547_hidecover,"hide, cover",761,COVER,蓋,547
548_cover,cover,,,罩,548
549_wrapcover,"wrap, cover",,,套,549
550_wrapspin,"wrap, spin",121,SPIN,卷,550
551_wrapbundle,"wrap, bundle",1113,WRAP,包,551
552_tiebind,"tie, bind",1094,FASTEN,系,552
553_loosenuntie,"loosen, untie",352,UNTIE,解,553
554_peel,peel,275,PEEL,剝,554
555_fold,fold,1470,FOLD,折(折疊),555
556_accumulate,accumulate,,,疊(堆疊),556
557_spread,spread,38,SPREAD OUT,鋪,557
558_fill,fill,2006,FILL,裝,558
559_beat,beat,353,STRIKE,打,559
560_jab,jab,,,捅,560
561_collidebumpinto,"collide, bump into",,,碰,561
562_riptear,"rip, tear",1735,TEAR (SHRED),撕,562
563_strengh,strengh,,,彈,563
564_throwthrowaway,"throw, throw away",1456,THROW,扔,564
565_fillinfillup,"fill in, fill up",,,塡,565
566_bury,bury,1719,BURY,埋,566
567_walkgoonfootleave,"walk, go (on foot), leave",1443,WALK,走,567
568_run,run,1519,RUN,跑,568
569_jump,jump,1829,JUMP,跳,569
570_steponsomethingwiththefoot,step (on something with the foot),575,TREAD,踩,570
571_stride,stride,,,跨,571
572_standstandup,"stand, stand up",570,STAND UP,站,572
573_benddown,bend down,296,CROUCH,蹲,573
574_leanondependon,"lean on, depend on",3370,RELY ON,靠,574
575_liedownliesleep,"lie down, lie (sleep)",215,LIE DOWN,躺,575
576_falltotheground,fall to the ground,2894,TUMBLE (FALL DOWN),摔,576
577_squeezepushagainst,"squeeze, push against",,,擠,577
578_hide,hide,2485,HIDE (ONESELF),躱,578
579_carryonshoulderorback,carry (on shoulder or back),413,CARRY ON SHOULDER,挑,579
580_collect,collect,7,GATHER,措,580
581_follow,follow,1085,FOLLOW,跟,581
582_fleerunaway,"flee, run away",2142,RUN AWAY,逃跑,582
583_takeoffclothes,take off (clothes),1755,UNDRESS,脫,583
584_wearonhead,wear (on head),3428,WEAR (ON HEAD),戴,584
585_wash,wash,1453,WASH,洗,585
586_brush,brush,1821,BRUSH,刷,586
587_boilout,boil out,,,涮,587
588_gargle,gargle,,,漱口,588
589_washonself,wash (onself),3371,WASH (ONESELF),冼澡,589
590_takeasunbath,take a sunbath,3131,SUNBATHE,曬,590
591_dryinthesun,dry in the sun,3364,DRY IN SUN,晾,591
592_iron,iron,3118,IRON (CLOTHES),熨,592
593_dyehair,dye (hair),157,DYE,染,593
594_cut,cut,2155,CUT (WITH SCISSORS),剪,594
595_cut,cut,,,裁,595
596_cutintwoparts,cut (in two parts),2156,CUT (WITH KNIFE),切,596
597_cutoff,cut off,,,割,597
598_hacktopieces,hack (to pieces),,,刴,598
599_kill,kill,1417,KILL,殺,599
600_toslaughter,to slaughter,1796,SLAUGHTER,宰,600
601_poursplash,"pour, splash",,,潑,601
602_watersprinkle,"water, sprinkle",1487,POUR,澆,602
603_sweep,sweep,230,SWEEP,掃,603
604_pointtonod,"point to, nod",2669,POINT (WITH FINGER),點,604
605_gathercollect,"gather, collect",7,GATHER,收拾,605
606_mixblend,"mix, blend",2017,MIX,撹和,606
607_mix,mix,,,拌,607
608_select,select,1750,CHOOSE,選擇,608
609_safemoneycollectmoney,"safe (money), collect (money)",,,藏(收存),609
610_speak,speak,1623,SPEAK,說,610
611_talkmakesmalltalk,"talk, make smalltalk",2708,TALK,閑淡,611
612_ask,ask,1309,ASK (INQUIRE),問,612
613_manage,manage,3073,MANAGE,理,613
614_call,call,1084,CALL,叫,614
615_shout,shout,715,SHOUT,喊,615
616_smile,smile,1451,SMILE,笑,616
617_weepcry,"weep, cry",1839,CRY,哭,617
618_shoutscold,"shout, scold",299,SCOLD,駡,618
619_makeajoke,make a joke,2760,MAKE A JOKE,開玩笑,619
620_getangry,get angry,2215,BECOME ANGRY,發脾氣,620
621_arguequarell,"argue, quarell",1848,QUARREL,吵架,621
622_fight,fight,1423,FIGHT,打架,622
623_recommend,recommend,2759,RECOMMEND,勸,623
624_boast,boast,101,BOAST,吹牛,624
625_flatter,flatter,2709,FLATTER,拍馬,625
626_swearvow,"swear, vow",1939,SWEAR,發誓,626
627_accompany,accompany,1542,ACCOMPANY,陪,627
628_dosomething,do something,813,DO,做事兒,628
629_work,work,1086,WORK (ACTIVITY),幹活兒,629
630_cultivate,cultivate,1541,CULTIVATE,種地,630
631_driveacar,drive a car,741,DRIVE,開車,631
632_buycloth,buy cloth,,,買布,632
633_buyoil,buy oil,,,買油,633
634_buychinesemedicine,buy Chinese medicine,,,買藥(買中藥),634
635_live,live,1422,BE ALIVE,活,635
636_die,die,1494,DIE,死,636
637_marryofaman,marry (of a man),2164,MARRY (AS MAN),結婚(指男方),637
638_marryofawoman,marry (of a woman),2163,MARRY (AS WOMAN),結婚(指女方),638
639_givebirth,give birth,1195,GIVE BIRTH,生(生育),639
640_startclassgotoclass,"start class, go to class",,,上課,640
641_finishclass,finish class,,,下課,641
642_teach,teach,709,TEACH,敎,642
643_learn,learn,504,LEARN,學,643
644_play,play,1413,PLAY,玩兒,644
645_swim,swim,1439,SWIM,遊泳,645
646_takeapicture,take a picture,2710,TAKE A PHOTO,照相,646
647_win,win,866,WIN,贏,647
648_transportcarry,"transport, carry",2711,TRANSPORT,輸,648
649_rest,rest,168,REST,休息,649
650_sleep,sleep,1585,SLEEP,睡覺,650
651_yawn,yawn,1028,YAWN,打呵欠,651
652_dozeoff,doze off,,,打瞌睡,652
653_shiver,shiver,,,打冷噤,653
654_tremble,tremble,52,SHIVER,哆嗦,654
655_sneeze,sneeze,1621,SNEEZE,噴嚏,655
656_scratchtorelieveitch,scratch (to relieve itch),1436,SCRATCH,抓癢,656
657_peepiss,"pee, piss",592,PISS,撒(撒尿),657
658_defecateshit,"defecate, shit",676,SHIT (DEFECATE),拉(拉屎),658
659_fallill,fall ill,2327,BECOME SICK,生病,659
660_catchacold,catch a cold,2184,CATCH A COLD,著涼,660
661_cough,cough,879,COUGH,咳嗽,661
662_getdizzy,get dizzy,2712,GET DIZZY,頭暈,662
663_haveafever,have a fever,2713,HAVE A FEVER,發燒,663
664_havediarrhoea,have diarrhoea,2714,HAVE DIARREA,瀉肚,664
665_getmalaria,get malaria,,,生瘧疾,665
666_like,like,1117,LIKE,喜歡,666
667_despise,despise,2715,DESPISE,討厭,667
668_makeresponsiblefor,make responsible for,2716,BLAME (SOMEBODY),怪,668
669_hate,hate,1607,HATE,恨,669
670_regret,regret,1875,REGRET,後悔,670
671_fear,fear,1419,FEAR (BE AFRAID),怕,671
672_know,know,1410,KNOW (SOMETHING),知道,672
673_think,think,2271,THINK,想,673
674_planintend,"plan, intend",22,INTEND,打算,674
675_believetrust,"believe, trust",1890,BELIEVE,相信,675
676_doubt,doubt,3536,DOUBT (SOMETHING),懷疑,676
677_takecare,take care,2758,CAREFUL,小心,677
678_misslongfor,"miss, long for",2328,MISS (SOMEBODY),想念,678
679_forget,forget,1523,FORGET,忘記,679
680_want,want,1784,WANT,要,680
681_refrainfromdonotwant,"refrain from, do not want",,,不要,681
682_must,must,971,MUST,應該,682
683_benecessary,be necessary,1030,NECESSARY,値得,683
684_be,be,1579,BE,是,684
685_nonegation,no (negation),1269,NO,不是,685
686_lackhavenot,"lack, have not",2329,LACK (NOT HAVE),沒有(無),686
687_kiss,kiss,578,KISS,接吻,687
688_visitagrave,visit a grave,,,上墳,688
689_loose,loose,2506,LOOSE,遺失,689
690_waste,waste,79,WASTE,浪費,690
691_big,big,1202,BIG,大,691
692_small,small,1246,SMALL,小,692
693_high,high,1265,HIGH,高,693
694_low,low,721,LOW,低,694
695_short,short,2191,LOW (HEIGHT),矮,695
696_long,long,1203,LONG,長,696
697_short,short,1645,SHORT,短,697
698_rough,rough,2151,COARSE,粗,698
699_fine,fine,2157,FINE OR THIN,細,699
700_broad,broad,2531,BROAD,寬,700
701_narrow,narrow,1267,NARROW,窄,701
702_thick,thick,1244,THICK,厚,702
703_thin,thin,2249,THIN (OF SHAPE OF OBJECT),薄,703
704_deep,deep,1593,DEEP,深,704
705_shallow,shallow,193,SHALLOW,淺,705
706_empty,empty,1624,EMPTY,空,706
707_full,full,1429,FULL,滿,707
708_angularhavingtheformofasquare,"angular, having the form of a square",2757,ANGULAR (SQUAREFORMED),方,708
709_circularround,"circular, round",1395,ROUND,圓,709
710_flat,flat,1633,FLAT,平,710
711_straight,straight,,,正,711
712_reverseopposite,"reverse, opposite",885,OPPOSITE,反,712
713_slanted,slanted,3075,SLANTED,歪,713
714_horizontal,horizontal,2376,HORIZONTAL,橫,714
715_vertical,vertical,2375,VERTICAL,竪,715
716_straighterect,"straight, erect",1404,STRAIGHT,直,716
717_slantinginclined,"slanting, inclined",,,斜,717
718_steep,steep,2717,STEEP,陡,718
719_bend,bend,297,CROOKED,彎,719
720_bright,bright,679,BRIGHT,亮,720
721_dark,dark,706,DARK,暗,721
722_black,black,163,BLACK,黑,722
723_lightofweight,light (of weight),1052,LIGHT (WEIGHT),輕,723
724_heavy,heavy,1210,HEAVY,重,724
725_dry,dry,1398,DRY,幹,725
726_wet,wet,1726,WET,濕,726
727_stiffofeggs,stiff (of eggs),,,稠,727
728_thickorstrongoftea,thick or strong (of tea),2718,STRONG (OF DRINK),釅,728
729_rarescarce,"rare, scarce",,,稀,729
730_hardfirm,"hard, firm",1884,HARD,硬,730
731_softflexible,"soft, flexible",1856,SOFT,軟,731
732_old,old,,,老(不嫩),732
733_inexperienced,inexperienced,,,嫩,733
734_fragile,fragile,,,脆,734
735_robust,robust,,,結實,735
736_unripe,unripe,1958,UNRIPE,生(不熟),736
737_tidyneat,"tidy, neat",,,整齊,737
738_untidychaotic,"untidy, chaotic",,,亂,738
739_broken,broken,3191,BROKEN (SHATTERED),破,739
740_clean,clean,704,CLEAN,幹淨,740
741_dirty,dirty,1230,DIRTY,骯髒,741
742_crowdy,crowdy,,,熱鬧,742
743_transparentclear,"transparent, clear",989,CLEAR,淸楚,743
744_blurredintransparent,"blurred, intransparent",,,模糊,744
745_muddy,muddy,537,TURBID,渾,745
746_sharpknife,sharp (knife),1396,SHARP,快(鋒利),746
747_quickfast,"quick, fast",1631,FAST,快(迅速),747
748_early,early,672,EARLY,早,748
749_late,late,477,LATE,晚,749
750_good,good,1035,GOOD,好,750
751_bad,bad,1292,BAD,壞,751
752_differentwrong,"different, wrong",2504,DIFFERENT,差,752
753_difficult,difficult,584,DIFFICULT,難,753
754_easy,easy,686,EASY,容易,754
755_expensive,expensive,1426,EXPENSIVE,貴,755
756_cheap,cheap,1887,CHEAP,便宜,756
757_hot,hot,2272,HOT OR WARM,熱,757
758_cold,cold,1287,COLD,冷,758
759_hotfoodsharpfood,"hot (food), sharp (food)",544,SPICY,燙,759
760_warm,warm,1232,WARM,暖和,760
761_lukewarm,lukewarm,,,溫,761
762_coldcool,"cold, cool",2483,COLD (OF WEATHER),涼,762
763_fragrant,fragrant,376,FRAGRANT,香,763
764_stinking,stinking,42,STINKING,臭,764
765_rottensour,"rotten, sour",1728,ROTTEN,餿,765
766_salty,salty,1091,SALTY,鹹,766
767_tasteless,tasteless,1771,TASTELESS,淡,767
768_hungry,hungry,1533,BE HUNGRY,餓,768
769_thirsty,thirsty,847,THIRSTY,渴,769
770_tired,tired,1757,TIRED,累,770
771_itchy,itchy,149,ITCHY,癢,771
772_comfortable,comfortable,,,舒服,772
773_busy,busy,2755,BUSY,忙,773
774_idle,idle,2756,IDLE,閑,774
775_fatobese,"fat, obese",1279,FAT (OBESE),胖,775
776_fatoily,"fat, oily",2719,FAT (OILY),肥,776
777_thin,thin,1400,THIN (SLIM),瘦,777
778_oldaged,"old, aged",2112,OLD (AGED),老(不年輕),778
779_young,young,1207,YOUNG,年輕,779
780_goodlookingbeautiful,"goodlooking, beautiful",2410,GOOD-LOOKING,好看、漂亮,780
781_ugly,ugly,1548,UGLY,難看、醜,781
782_strong,strong,785,STRONG,強壯,782
783_stupid,stupid,1518,STUPID,傻,783
784_honest,honest,1120,HONEST,老實,784
785_cunning,cunning,2335,CUNNING,狡猾,785
786_honestfrank,"honest, frank",,,直爽,786
787_generous,generous,,,大方,787
788_cheapstingy,"cheap, stingy",1774,STINGY,小氣,788
789_proud,proud,174,PROUD,驕傲,789
790_modest,modest,,,謙虛,790
791_wellbehaved,well-behaved,,,乖,791
792_naughty,naughty,,,頑皮,792
793_diligent,diligent,2077,DILIGENT,勤快,793
794_lazy,lazy,1564,LAZY,懶,794
795_capable,capable,,,能幹,795
796_competent,competent,,,內行,796
797_incompetent,incompetent,,,外行,797
798_happy,happy,1495,HAPPY,髙興,798
799_suitablepleasing,"suitable, pleasing",,,合意,799
800_annoying,annoying,,,煩惱,800
801_pityful,pityful,,,可憐,801
802_havingbadluck,having bad luck,,,倒黴,802
803_strange,strange,600,STRANGE,奇怪,803
804_scary,scary,,,害怕,804
805_shy,shy,487,SHY,害羞,805
806_ifirstpersonsingular,I (first person singular),1209,I,我,806
807_yousecondpersonsingular,you (second person singular),1215,THOU,你,807
808_hesheitthirdpersonsingular,"he, she, it (third person singular)",262,HE OR SHE OR IT,他,808
809_wefirstpersonplural,we (first person plural),1212,WE,我們,809
810_wefirstpersonpluralinclusive,we (first person plural inclusive),1131,WE (INCLUSIVE),咱們,810
811_yousecondpersonplural,you (second person plural),1213,YOU,你們,811
812_theythirdpersonplural,they (third person plural),817,THEY,他們,812
813_alleverybody,"all, everybody",98,ALL,大家,813
814_selfoneself,"self, oneself",1993,SELF,自己,814
815_theytheothersthirdpersonplural,"they, the others (third person plural)",,,人家,815
816_myfirstpersonsingular,my (first person singular),2090,MY,我的,816
817_yoursecondpersonsingular,your (second person singular),732,YOUR (SINGULAR),你的,817
818_hisheritsthirdpersonsingular,"his, her, its (third person singular)",2092,HIS OR HER,他的,818
819_othersoftheothers,"others, of the others",,,別的,819
820_this,this,1214,THIS,這個,820
821_that,that,78,THAT,那個,821
822_these,these,,,這些,822
823_those,those,,,那些,823
824_here,here,136,HERE,這兒,824
825_there,there,1937,THERE,那兒,825
826_thissidehere,"this side, here",3410,OVER HERE,這邊,826
827_thatsidethere,"that side, there",3411,OVER THERE,那邊,827
828_thisway,this way,2336,OF THIS KIND (SUCH),這麽,828
829_thatway,that way,2337,OF THAT KIND (SUCH),那麽,829
830_who,who,1235,WHO,誰,830
831_what,what,1236,WHAT,什麽,831
832_which,which,727,WHICH,哪個,832
833_where,where,1237,WHERE,哪兒,833
834_whichplacewhere,"which place, where",,,哪邊,834
835_how,how,1239,HOW,怎麽,835
836_howmuchtowhichdegree,"how much, to which degree",,,多麽,836
837_howmuch,how much,822,HOW MANY,多少,837
838_howlong,how long,2338,HOW LONG,多久,838
839_piececlassifierforpersons,piece (classifier for persons),516,PERSON (CLASSIFIER),一個人,839
840_headclassifierforcows,head (classifier for cows),,,一頭牛,840
841_piececlassifierforchickens,piece (classifier for chickens),2081,CHICKEN (CLASSIFIER),一只雞,841
842_piececlassifierforfishes,piece (classifier for fishes),2720,FISH (CLASSIFIER),一條魚,842
843_piececlassifierfortrees,piece (classifier for trees),2721,TREE (CLASSIFIER),一棵樹,843
844_bushclassifierforgrass,bush (classifier for grass),2722,TUFT (CLASSIFIER),一叢草,844
845_budclassifierforflower,bud (classifier for flower),2723,BUD (CLASSIFIER),一朵花兒,845
846_chainclassifierforgrapes,chain (classifier for grapes),2724,CHAIN (CLASSIFIER),一串葡萄,846
847_portionclassifierforfood,portion (classifier for food),2725,PORTION (CLASSIFIER),一頓飯,847
848_piececlassifierforcigarettes,piece (classifier for cigarettes),2726,STALK (CLASSIFIER),一支煙,848
849_bottleclassifierforalcohol,bottle (classifier for alcohol),2727,BOTTLE (CLASSIFIER),一瓶酒,849
850_mouthclassifierforwater,mouth (classifier for water),2728,MOUTHFUL (CLASSIFIER),一口水,850
851_piececlassifierforclothes,piece (classifier for clothes),2088,CLOTHING (CLASSIFIER),一套衣服,851
852_pairclassifierforshoes,pair (classifier for shoes),2089,PAIR (CLASSIFIER),一雙鞋,852
853_piececlassifierforblankets,piece (classifier for blankets),2729,SHEET (CLASSIFIER),一條被子,853
854_piececlassifierforheats,piece (classifier for heats),2730,HAT (CLASSIFIER),一頂帳子,854
855_handleclassifierforknives,handle (classifier for knives),2082,KNIFE (CLASSIFIER),一把刀,855
856_piececlassifierforneedles,piece (classifier for needles),2731,NEEDLE (CLASSIFIER),一根針,856
857_piececlassifierforhouses,piece (classifier for houses),2732,HOUSE (CLASSIFIER),一座房子,857
858_piececlassifierforbridges,piece (classifier for bridges),2733,BRIDGE (CLASSIFIER),一座橋,858
859_fanclassifierfordoors,fan (classifier for doors),2734,DOOR (CLASSIFIER),一扇門,859
860_piececlassifierforcars,piece (classifier for cars),2735,CAR (CLASSIFIER),一輛車,860
861_piececlassifierforship,piece (classifier for ship),2736,SHIP (CLASSIFIER),一只船,861
862_piececlassifierforthing,piece (classifier for thing),2737,AFFAIR (CLASSIFIER),一件事情,862
863_pencilclassifierforbusinessdeals,pencil (classifier for business deals),2738,DEAL (CLASSIFIER),一筆生意,863
864_timelookonetime,time (look one time),726,WHILE,逼(看一遍),864
865_timethistime,time (this time),374,ONE TIME,次(這一次),865
866_walkwalkawalk,walk (walk a walk),2739,WALK (CLASSIFIER),趟(走一趟),866
867_timebeatonetime,time (beat one time),2740,BEAT (CLASSIFIER),頓(打一頓),867
868_alittlebitbeatalittle,a little bit (beat a little),2741,BIT (CLASSIFIER),下(打一下),868
869_formerly,formerly,,,從前,869
870_justashortwhileago,just a short while ago,84,JUST,剛才,870
871_now,now,1376,NOW,現在,871
872_allalong,all along,,,一向,872
873_inadvance,in advance,,,預先,873
874_already,already,2576,ALREADY,巳經,874
875_often,often,1852,OFTEN,常常,875
876_fastquick,"fast, quick",,,趕快,876
877_immediately,immediately,1963,IMMEDIATELY,馬上,877
878_very,very,1311,VERY,很,878
879_more,more,1992,MORE,更,879
880_most,most,,,最,880
881_too,too,,,太,881
882_alittle,a little,2924,A LITTLE,稍微,882
883_bychance,by chance,,,恰巧,883
884_all,all,,,都,884
885_completely,completely,,,統統,885
886_together,together,2482,TOGETHER,一起,886
887_again,again,,,又,887
888_again,again,204,AGAIN,再,888
889_still,still,2919,STILL (CONTINUING),仍舊,889
890_anyhow,anyhow,,,反正,890
891_probably,probably,,,大約,891
892_certainly,certainly,,,一定,892
893_not,not,1240,NOT,不,893
894_not,not,,,沒〔有〕(未),894
895_other,other,197,OTHER,別,895
896_neednot,need not,,,不用,896
897_regardaswith,"regard as, with",,,把,897
898_by,by,2751,BY (PASSIVE MARKER),被,898
899_insteadof,instead of,1652,INSTEAD,替,899
900_in,in,1460,IN,在,900
901_from,from,693,FROM,從,901
902_until,until,2753,UNTIL,到,902
903_towards,towards,2754,TOWARDS,向,903
904_and,and,1577,AND,和,904
905_if,if,1459,IF,如果,905
